X Y Z
309 432 548
310 432 547
311 432 546
312 432 544
313 432 544
314 432 544
315 432 544
316 432 544
317 432 544
318 432 544
319 432 544
320 432 544
321 432 544
322 432 544
305 433 551
306 433 551
307 433 550
308 433 549
309 433 548
310 433 546
311 433 544
312 433 543
313 433 543
314 433 543
315 433 543
316 433 543
317 433 543
318 433 543
319 433 543
320 433 543
321 433 543
322 433 542
323 433 544
305 434 550
306 434 550
307 434 550
308 434 548
309 434 547
310 434 545
311 434 543
312 434 543
313 434 542
314 434 542
315 434 542
316 434 542
317 434 542
318 434 542
319 434 542
320 434 542
321 434 541
322 434 541
323 434 542
324 434 543
305 435 549
306 435 550
307 435 549
308 435 548
309 435 546
310 435 544
311 435 543
312 435 542
313 435 542
314 435 542
315 435 541
316 435 541
317 435 541
318 435 541
319 435 541
320 435 541
321 435 540
322 435 540
323 435 540
324 435 541
304 436 546
305 436 547
306 436 548
307 436 548
308 436 547
309 436 546
310 436 544
311 436 543
312 436 542
313 436 542
314 436 541
315 436 541
316 436 540
317 436 540
318 436 540
319 436 540
320 436 540
321 436 539
322 436 538
323 436 538
324 436 539
325 436 540
304 437 545
305 437 546
306 437 547
307 437 547
308 437 547
309 437 546
310 437 544
311 437 543
312 437 543
313 437 542
314 437 541
315 437 541
316 437 540
317 437 540
318 437 540
319 437 540
320 437 539
321 437 538
322 437 538
323 437 538
324 437 539
326 437 541
304 438 544
305 438 545
306 438 546
307 438 547
308 438 546
309 438 545
310 438 544
311 438 543
312 438 543
313 438 542
314 438 541
315 438 541
316 438 540
317 438 540
318 438 540
319 438 539
320 438 538
321 438 538
322 438 537
323 438 537
324 438 538
325 438 538
327 438 542
305 439 544
306 439 546
307 439 546
308 439 546
309 439 545
310 439 544
311 439 544
312 439 543
313 439 542
314 439 541
315 439 541
316 439 540
317 439 540
318 439 539
319 439 538
320 439 538
321 439 537
322 439 537
323 439 537
324 439 537
325 439 537
326 439 539
304 440 543
305 440 544
306 440 545
307 440 546
308 440 546
309 440 545
310 440 544
311 440 544
312 440 543
313 440 542
314 440 542
315 440 541
316 440 540
317 440 539
318 440 539
319 440 538
320 440 538
321 440 537
322 440 537
323 440 536
324 440 536
325 440 536
326 440 538
327 440 540
304 441 543
305 441 544
306 441 545
307 441 545
308 441 545
309 441 545
310 441 544
311 441 544
312 441 543
313 441 542
314 441 542
315 441 541
316 441 540
317 441 540
318 441 539
319 441 538
320 441 537
321 441 537
322 441 536
323 441 536
324 441 536
325 441 536
326 441 537
327 441 539
304 442 542
305 442 543
306 442 544
307 442 545
308 442 545
309 442 545
310 442 544
311 442 544
312 442 543
313 442 542
314 442 542
315 442 541
316 442 540
317 442 540
318 442 538
319 442 538
320 442 537
321 442 536
322 442 536
323 442 536
324 442 536
325 442 536
326 442 537
327 442 538
328 442 540
304 443 542
305 443 543
306 443 544
307 443 544
308 443 544
309 443 544
310 443 544
311 443 544
312 443 543
313 443 542
314 443 542
315 443 541
316 443 540
317 443 539
318 443 538
319 443 538
320 443 537
321 443 536
322 443 536
323 443 535
324 443 535
325 443 536
326 443 536
327 443 537
328 443 539
304 444 542
305 444 542
306 444 543
307 444 544
308 444 544
309 444 544
310 444 544
311 444 543
312 444 543
313 444 542
314 444 541
315 444 540
316 444 540
317 444 539
318 444 538
319 444 537
320 444 537
321 444 536
322 444 535
323 444 535
324 444 535
325 444 536
326 444 536
327 444 537
328 444 537
329 444 539
304 445 542
305 445 542
306 445 543
307 445 544
308 445 544
309 445 544
310 445 544
311 445 543
312 445 543
313 445 542
314 445 541
315 445 540
316 445 540
317 445 539
318 445 538
319 445 537
320 445 536
321 445 536
322 445 535
323 445 535
324 445 535
325 445 535
326 445 536
327 445 537
328 445 537
329 445 538
330 445 539
304 446 542
305 446 542
306 446 543
307 446 543
308 446 544
309 446 544
310 446 543
311 446 543
312 446 542
313 446 542
314 446 541
315 446 540
316 446 540
317 446 539
318 446 538
319 446 537
320 446 537
321 446 536
322 446 535
323 446 535
324 446 535
325 446 535
326 446 536
327 446 536
328 446 537
329 446 538
330 446 538
331 446 540
304 447 542
305 447 543
306 447 543
307 447 543
308 447 544
309 447 543
310 447 543
311 447 543
312 447 542
313 447 541
314 447 541
315 447 540
316 447 540
317 447 539
318 447 538
319 447 537
320 447 537
321 447 536
322 447 535
323 447 535
324 447 535
325 447 535
326 447 536
327 447 536
328 447 537
329 447 537
330 447 538
331 447 539
303 448 541
304 448 542
305 448 543
306 448 543
307 448 543
308 448 543
309 448 543
310 448 543
311 448 542
312 448 542
313 448 541
314 448 541
315 448 540
316 448 540
317 448 539
318 448 538
319 448 537
320 448 537
321 448 536
322 448 535
323 448 535
324 448 535
325 448 535
326 448 536
327 448 536
328 448 536
329 448 537
330 448 538
331 448 538
303 449 541
304 449 542
305 449 543
306 449 543
307 449 543
308 449 543
309 449 543
310 449 543
311 449 542
312 449 542
313 449 541
314 449 540
315 449 540
316 449 539
317 449 539
318 449 538
319 449 538
320 449 537
321 449 536
322 449 536
323 449 535
324 449 535
325 449 535
326 449 535
327 449 536
328 449 536
329 449 537
330 449 537
331 449 538
303 450 541
304 450 542
305 450 543
306 450 543
307 450 543
308 450 543
309 450 543
310 450 543
311 450 542
312 450 541
313 450 541
314 450 540
315 450 540
316 450 539
317 450 539
318 450 538
319 450 538
320 450 537
321 450 536
322 450 536
323 450 535
324 450 535
325 450 535
326 450 535
327 450 536
328 450 536
329 450 537
330 450 537
331 450 537
302 451 540
303 451 542
304 451 542
305 451 543
306 451 543
307 451 543
308 451 543
309 451 543
310 451 542
311 451 542
312 451 541
313 451 540
314 451 540
315 451 540
316 451 539
317 451 539
318 451 539
319 451 538
320 451 538
321 451 537
322 451 536
323 451 536
324 451 535
325 451 535
326 451 535
327 451 536
328 451 536
329 451 536
330 451 537
331 451 537
301 452 539
302 452 540
303 452 541
304 452 542
305 452 543
306 452 543
307 452 543
308 452 543
309 452 542
310 452 542
311 452 541
312 452 541
313 452 540
314 452 540
315 452 540
316 452 540
317 452 539
318 452 539
319 452 538
320 452 538
321 452 537
322 452 536
323 452 536
324 452 535
325 452 535
326 452 535
327 452 535
328 452 536
329 452 536
330 452 536
331 452 536
300 453 538
301 453 539
302 453 540
303 453 541
304 453 542
305 453 542
306 453 543
307 453 543
308 453 542
309 453 542
310 453 542
311 453 541
312 453 540
313 453 540
314 453 540
315 453 540
316 453 540
317 453 539
318 453 539
319 453 538
320 453 538
321 453 537
322 453 537
323 453 536
324 453 536
325 453 535
326 453 535
327 453 535
328 453 536
329 453 536
330 453 536
331 453 536
300 454 538
301 454 539
302 454 540
303 454 541
304 454 542
305 454 542
306 454 542
