X Y Z
237 216 525
238 216 524
239 216 524
240 216 523
241 216 522
242 216 522
234 217 525
235 217 525
236 217 525
237 217 525
238 217 525
239 217 524
240 217 523
241 217 522
242 217 522
243 217 522
233 218 526
234 218 525
235 218 526
236 218 525
237 218 525
238 218 525
239 218 524
240 218 523
241 218 523
242 218 522
243 218 522
244 218 522
245 218 522
246 218 522
233 219 526
234 219 526
235 219 526
236 219 526
237 219 525
238 219 525
239 219 524
240 219 524
241 219 523
242 219 523
243 219 522
244 219 523
245 219 523
246 219 522
248 219 521
232 220 526
233 220 526
234 220 526
235 220 525
236 220 526
237 220 525
238 220 525
239 220 525
240 220 524
241 220 524
242 220 523
243 220 523
244 220 523
245 220 523
246 220 523
247 220 522
248 220 522
232 221 526
233 221 526
234 221 526
235 221 526
236 221 526
237 221 525
238 221 525
239 221 525
240 221 524
241 221 524
242 221 524
243 221 523
244 221 523
245 221 523
246 221 523
247 221 523
248 221 523
249 221 522
232 222 526
233 222 526
234 222 526
235 222 526
236 222 526
237 222 526
238 222 525
239 222 525
240 222 524
241 222 524
242 222 524
243 222 524
244 222 524
245 222 524
246 222 524
247 222 523
248 222 523
249 222 523
250 222 521
232 223 526
233 223 526
234 223 526
235 223 526
236 223 526
237 223 526
238 223 525
239 223 525
240 223 525
241 223 525
242 223 525
243 223 525
244 223 525
245 223 524
246 223 524
247 223 524
248 223 524
249 223 523
250 223 521
251 223 521
232 224 526
233 224 526
234 224 527
235 224 527
236 224 527
237 224 526
238 224 526
239 224 525
240 224 525
241 224 525
242 224 525
243 224 525
244 224 525
245 224 525
246 224 525
247 224 525
248 224 525
249 224 524
250 224 523
251 224 521
232 225 526
233 225 527
234 225 527
235 225 527
236 225 527
237 225 526
238 225 526
239 225 526
240 225 526
241 225 526
242 225 526
243 225 526
244 225 526
245 225 526
246 225 525
247 225 525
248 225 525
249 225 524
250 225 523
251 225 521
232 226 526
233 226 527
234 226 527
235 226 527
236 226 527
237 226 527
238 226 527
239 226 526
240 226 526
241 226 526
242 226 526
243 226 526
244 226 526
245 226 526
246 226 526
247 226 526
248 226 526
249 226 525
250 226 523
251 226 521
232 227 527
233 227 527
234 227 527
235 227 527
236 227 527
237 227 527
238 227 527
239 227 527
240 227 527
241 227 527
242 227 527
243 227 527
244 227 527
245 227 527
246 227 527
247 227 526
248 227 526
249 227 525
250 227 524
251 227 521
252 227 520
232 228 527
233 228 527
234 228 527
235 228 528
236 228 528
237 228 528
238 228 528
239 228 528
240 228 528
241 228 528
242 228 528
243 228 528
244 228 528
245 228 528
246 228 528
247 228 527
248 228 527
249 228 526
250 228 524
251 228 522
252 228 520
232 229 527
233 229 527
234 229 528
235 229 528
236 229 528
237 229 528
238 229 529
239 229 528
240 229 529
241 229 529
242 229 529
243 229 529
244 229 529
245 229 529
246 229 529
247 229 528
248 229 527
249 229 526
250 229 524
251 229 522
252 229 520
253 229 519
232 230 527
233 230 527
234 230 528
235 230 528
236 230 528
237 230 529
238 230 529
239 230 529
240 230 529
241 230 529
242 230 529
243 230 530
244 230 530
245 230 530
246 230 529
247 230 529
248 230 528
249 230 526
250 230 524
251 230 523
252 230 520
253 230 519
232 231 527
233 231 527
234 231 528
235 231 528
236 231 529
237 231 529
238 231 529
239 231 529
240 231 529
241 231 530
242 231 530
243 231 530
244 231 530
245 231 530
246 231 530
247 231 529
248 231 528
249 231 527
250 231 524
251 231 521
252 231 520
253 231 519
254 231 519
232 232 527
233 232 527
234 232 528
235 232 528
236 232 529
237 232 529
238 232 529
239 232 530
240 232 530
241 232 531
242 232 531
243 232 531
244 232 531
245 232 531
246 232 530
247 232 530
248 232 529
249 232 527
250 232 525
251 232 521
252 232 520
253 232 519
254 232 520
232 233 527
233 233 527
234 233 528
235 233 528
236 233 529
237 233 529
238 233 529
239 233 530
240 233 531
241 233 531
242 233 531
243 233 531
244 233 532
245 233 531
246 233 531
247 233 531
248 233 530
249 233 527
250 233 525
251 233 521
252 233 520
253 233 520
254 233 520
232 234 527
233 234 527
234 234 528
235 234 528
236 234 529
237 234 529
238 234 530
239 234 530
240 234 531
241 234 532
242 234 532
243 234 532
244 234 532
245 234 532
